applied current, measured voltage
0.000138, -0.0009193
0.000139, -0.0009191
0.00014, -0.000918
0.00014099999999999998, -0.0009183
0.00014199999999999998, -0.0009184
0.000143, -0.0009192
0.000144, -0.0009182
0.000145, -0.0009175
0.000146, -0.0009171
0.000147, -0.0009167
0.000148, -0.0009159
0.000149, -0.0009165
0.00015, -0.0009174
0.00015099999999999998, -0.0009181
0.00015199999999999998, -0.0009184
0.000153, -0.0009188
0.000154, -0.0009183
0.000155, -0.0009187
0.000156, -0.0009198
0.000157, -0.0009214
0.000158, -0.0009202
0.000159, -0.0009203
0.00015999999999999999, -0.0009204
0.00016099999999999998, -0.0009209
0.00016199999999999998, -0.0009208
0.000163, -0.0009183
0.000164, -0.0009172
0.000165, -0.0009171
0.000166, -0.0009168
0.000167, -0.0009172
0.000168, -0.0009171
0.000169, -0.0009175
0.00016999999999999999, -0.0009185
0.00017099999999999998, -0.00092
0.00017199999999999998, -0.0009221
0.000173, -0.0009218
0.000174, -0.0009195
0.000175, -0.0009193
0.000176, -0.0009184
0.000177, -0.0009132
0.000178, -0.0009095
0.000179, -0.0009062
0.00017999999999999998, -0.0009055
0.00018099999999999998, -0.0009047
0.00018199999999999998, -0.0009048
0.000183, -0.0007901
0.000184, -0.000688
0.000185, -0.0007832
0.000186, 9.95e-05
0.000187, -0.0006129
0.000188, -0.0008052
0.00018899999999999999, -0.0004857
0.00018999999999999998, 0.0001282
0.00019099999999999998, -0.0002698
0.000192, 0.0001202
0.000193, 0.0001962
0.000194, 7.17e-05
0.000195, 7.87e-05
0.000196, 0.0002103
0.000197, -0.0002372
0.000198, -9.22e-05
0.00019899999999999999, -0.0003428
0.00019999999999999998, 0.0001266
0.00020099999999999998, 0.0002399
0.000202, 0.0002428
0.000203, 0.0002451
0.000204, 0.0002483
0.000205, 0.0002161
0.000206, 0.0002314
0.000207, 0.0002406
0.000208, 0.0002511
0.00020899999999999998, 0.0002586
0.00020999999999999998, 0.0002695
0.00021099999999999998, 0.0002791
0.000212, 5.32e-05
0.000213, 0.0003153
0.000214, 0.0003162
0.000215, 0.0003182
0.000216, 0.0003207
0.000217, 0.0003239
0.00021799999999999999, 0.000331
0.00021899999999999998, 0.0003362
0.00021999999999999998, 0.0003397
0.00022099999999999998, 0.0003456
0.000222, 0.0003492
0.000223, 0.000355
0.000224, 0.0003601
0.000225, 0.0003653
0.000226, 0.0003713
0.000227, 0.0003756
0.00022799999999999999, 0.0003818
0.00022899999999999998, 0.0003873
0.00022999999999999998, 0.0003926
0.00023099999999999998, 0.0003964
0.000232, 0.0004022
0.000233, 0.0004086
0.000234, 0.0004138
0.000235, 0.0004213
0.000236, 0.0004257
0.000237, 0.0004327
0.00023799999999999998, 0.0004387
0.00023899999999999998, 0.0004442
0.00023999999999999998, 0.0004496
0.00024099999999999998, 0.0004533
0.000242, 0.0004575
0.000243, 0.0004603
0.000244, 0.000465
0.000245, 0.0004694
0.00024599999999999996, 0.0004737
0.000247, 0.0004777
0.000248, 0.0004835
0.000249, 0.0004885
0.00025, 0.0004932
0.000251, 0.0004968
0.000252, 0.0005004
0.00025299999999999997, 0.0005032
0.000254, 0.0005073
0.00025499999999999996, 0.0005111
0.000256, 0.0005128
0.000257, 0.0005152
0.000258, 0.0005186
0.000259, 0.0005208
0.00026, 0.0005237
0.000261, 0.0005258
0.00026199999999999997, 0.000528
0.000263, 0.0005314
0.00026399999999999997, 0.0005332
0.000265, 0.0005361
0.000266, 0.0005394
0.000267, 0.0005413
0.000268, 0.0005439
0.000269, 0.0005458
0.00027, 0.0005491
0.000271, 0.0005508
0.000272, 0.0005522
0.00027299999999999997, 0.000554
0.000274, 0.000557
0.00027499999999999996, 0.0005588
0.000276, 0.000562
0.000277, 0.0005664
0.000278, 0.0005709
0.000279, 0.0005752
0.00028, 0.0005784
0.000281, 0.0005826
0.00028199999999999997, 0.000587
0.000283, 0.0005909
0.00028399999999999996, 0.0005953
0.000285, 0.0005986
0.000286, 0.0006033
0.000287, 0.0006077
0.000288, 0.0006118
0.000289, 0.0006161
0.00029, 0.00062
0.00029099999999999997, 0.0006228
0.000292, 0.0006251
0.00029299999999999997, 0.0006288
0.000294, 0.0006335
0.00029499999999999996, 0.0006381
0.000296, 0.0006419
0.000297, 0.0006468
0.000298, 0.0006511
0.000299, 0.0006559
